,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
38,徒然チルドレン（TVアニメ動画）,2017年夏アニメ,3.6,https://img.anikore.jp/images/anime/0/9/0/11090/11090.jpg?width=122&height=122&type=crop,"本作は、どこにでもいる様な、ごく普通の高校生たちが、
恋に燃えたり、揺れたり、悩んだり、
笑ったり、泣いたり、傷ついたり、
うまくいったり、いかなかったりしながらも、
かけがえのない青春... ▼もっと読む"
39,ラブライブ！サンシャイン！！ 2nd Season（TVアニメ動画）,2017年秋アニメ,3.5,https://img.anikore.jp/images/anime/1/1/1/11111/11111.jpg?width=122&height=122&type=crop,"静岡県沼津市の海辺の町、内浦にある私立浦の星女学院。

駿河湾のかたすみにある小さな高校で
2年生の高海千歌を中心とした9人の少女たちが、大きな夢を抱いて立ち上がる。

それは、キラキ... ▼もっと読む"
40,あまんちゅ！～あどばんす～（TVアニメ動画）,2018年春アニメ,3.2,https://img.anikore.jp/images/anime/4/1/8/11418/11418.jpg?width=122&height=122&type=crop,伊豆の町で生まれ育った小日向光と、東京から引っ越してきた大木双葉。ともに夢ヶ丘高校に入学した二人は、スキューバダイビングと日常の何気ない出来事の中に、たくさんの幸せを見つけてきた。かつては何事... ▼もっと読む
41,けいおん！（TVアニメ動画）,2009年春アニメ,4.2,https://img.anikore.jp/images/anime/3/0/9/1309/1309.jpg?width=122&height=122&type=crop,私立桜が丘高校に入学した1年生の平沢唯は新しいことを始めようとするが何も思いつかず、2週間もの間部活の入部届けを書けずに日々を過ごしていた。同じく1年生の田井中律は幼馴染で一緒に入学した秋山澪と... ▼もっと読む
42,僕は友達が少ない（TVアニメ動画）,2011年秋アニメ,3.9,https://img.anikore.jp/images/anime/2/4/5/3245/3245.jpg?width=122&height=122&type=crop,聖クロニカ学園（せいクロニカがくえん）高等部2年生の羽瀬川小鷹は、転校から1ヶ月経ってもその外見が原因で周囲にヤンキーと勘違いされ、クラスで浮いた存在であった。ある日、小鷹はいつも不機嫌そうにし... ▼もっと読む
43,CLANNAD [クラナド]（TVアニメ動画）,2007年秋アニメ,4.1,https://img.anikore.jp/images/anime/1/0/4/1104/1104.jpg?width=122&height=122&type=crop,"進学校に通う高校3年生の岡崎朋也は、無気力な毎日を送っている。毎日同じことの繰り返し。
周りのみんなのように学校生活を楽しむこともできず、毎日遅刻ばかり。
そのためか、校内では浮いた存在にな... ▼もっと読む"
44,僕は友達が少ないNEXT（TVアニメ動画）,2013年冬アニメ,3.9,https://img.anikore.jp/images/anime/8/8/9/3889/3889.jpg?width=122&height=122&type=crop,友達がいない少年少女たちが「友達作り」を目的とした残念な活動を繰り広げる「隣人部」を舞台にした残念系青春ラブコメディ。羽瀬川小鷹の日常は新しい顔ぶれも加わってますます賑やかになっていく。みんなで... ▼もっと読む
45,TARI TARI（TVアニメ動画）,2012年夏アニメ,4.1,https://img.anikore.jp/images/anime/6/7/2/3672/3672.jpg?width=122&height=122&type=crop,「TARI TARI」今夏放送開始 制作：P.A.WORKS、キャスト：高垣彩陽、瀬戸麻沙美、早見沙織 ほか ▼もっと読む
46,変態王子と笑わない猫。（TVアニメ動画）,2013年春アニメ,3.8,https://img.anikore.jp/images/anime/9/9/5/3995/3995.jpg?width=122&height=122&type=crop,常に女子のことばかりを考えている横寺陽人は、所属している陸上部の部長、鋼鉄の王から次期部長に指名される。しかし陽人はもともと水泳部の女の子の水着を見るという不純な動機で陸上部に所属していたため、... ▼もっと読む
47,あの夏で待ってる（TVアニメ動画）,2012年冬アニメ,3.7,https://img.anikore.jp/images/anime/4/3/8/3438/3438.jpg?width=122&height=122&type=crop,『その夏の思い出が、僕達の永遠になる』　　空は、とても青く澄み渡って。 入道雲が、向こうの山を隠すほどに湧き上がって。 それはいつもの、僕らの街の風景なんだけど。 でも、かけがえのない「夏」だっ... ▼もっと読む
