,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
58,ばらかもん（TVアニメ動画）,2014年夏アニメ,4.1,https://img.anikore.jp/images/anime/9/9/7/7997/7997.jpg?width=122&height=122&type=crop,"書道家の半田清舟は、ある受賞パーティーで書道展示館の館長を殴ってしまう。見かねた父親は半田に「自分の人間として欠けている部分」を見つけさせるため、彼を自然豊かな五島へ送り込む。

そこで彼は... ▼もっと読む"
59,ガールズ&パンツァー（TVアニメ動画）,2012年秋アニメ,4.0,https://img.anikore.jp/images/anime/7/7/2/3772/3772.jpg?width=122&height=122&type=crop,『ガールズ＆パンツァー』は“美少女と戦車が織りなす、ひと夏のハートフル・タンク・ストーリー！”がキャッチフレーズのTVアニメーション。物語は戦車を使った武道「戦車道」が華道や茶道と並んで大和撫子... ▼もっと読む
60,ゼロの使い魔 双月の騎士（TVアニメ動画）,2007年夏アニメ,3.8,https://img.anikore.jp/51HNSGvQZtL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,"双月が重なる時、先の戦争に参加したために元の世界(日本)に帰りそこね、もうしばらくルイズの使い魔でいることを選んだ才人。
ルイズも、ようやく才人を一人前の使い魔と認めたようで、... ▼もっと読む"
61,キルラキル（TVアニメ動画）,2013年秋アニメ,4.0,https://img.anikore.jp/images/anime/6/2/9/7629/7629.jpg?width=122&height=122&type=crop,父の仇を探す女子高生の纏 流子（まといりゅうこ）は、父の殺害現場に残されていた巨大な「片太刀バサミ」の謎を追って本能字学園（ほんのうじがくえん）へ転校した。だが、学園は人間に人知を超えた力を与え... ▼もっと読む
62,ご注文はうさぎですか？（TVアニメ動画）,2014年春アニメ,3.9,https://img.anikore.jp/images/anime/8/7/0/7870/7870.jpg?width=122&height=122&type=crop,高校入学を機に木組みの家と石畳の街に引っ越してきたココア。下宿先を探して道に迷う途中、ラビットハウスという名の喫茶店を発見する。その名前からうさぎだらけの喫茶店に違いないと思い店に入ると、そこに... ▼もっと読む
63,監獄学園 - プリズン スクール -（TVアニメ動画）,2015年夏アニメ,4.0,https://img.anikore.jp/images/anime/0/8/6/9086/9086.jpg?width=122&height=122&type=crop,男子生徒5人、女子生徒1000人の学園を舞台に、女風呂を覗いた罪で、裏生徒会の手により懲罰棟に投獄された5人の学園生活を描くコメディ。 ▼もっと読む
64,私がモテないのはどう考えてもお前らが悪い！（TVアニメ動画）,2013年夏アニメ,3.6,https://img.anikore.jp/images/anime/5/3/1/7531/7531.jpg?width=122&height=122&type=crop,「女子高生」になれば自然とモテると思っていた主人公“黒木智子”。しかし現実は違っていた…。高校に入学して２ヶ月経っても彼氏どころかクラスメイトともまともに会話もできず、無残な現実が襲い来る！この... ▼もっと読む
65,極黒のブリュンヒルデ（TVアニメ動画）,2014年春アニメ,3.6,https://img.anikore.jp/images/anime/8/5/9/7859/7859.jpg?width=122&height=122&type=crop,子供の頃に事故で死なせてしまった幼なじみの女の子のことが忘れられない高校生・村上良太は、彼女との約束「宇宙人が存在することの証明」を果たすべく、天文部に在籍し毎日夜空を見上げ探し続けていた。ある... ▼もっと読む
66,ゼロの使い魔F [エフ]（TVアニメ動画）,2012年冬アニメ,3.7,https://img.anikore.jp/images/anime/4/3/7/3437/3437.jpg?width=122&height=122&type=crop,アーハンブラ城から無事にタバサを救出して魔法学院に戻ってきたルイズと才人たち。 あいかわらず才人はルイズに虐げられながらも健気に使い魔としてルイズのお守りをしている。 急遽、アンリエッタ女王の密... ▼もっと読む
67,生徒会役員共＊（第2期）（TVアニメ動画）,2014年冬アニメ,3.8,https://img.anikore.jp/images/anime/7/6/3/7763/7763.jpg?width=122&height=122&type=crop,少子化の影響で女子校から共学となった私立桜才学園高等部の学生・タカトシは、ひょんなことから生徒会副会長に就任する。しかし生徒会のメンバーは変人ばかりで…。 ▼もっと読む
