,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
39,エルゴプラクシー（TVアニメ動画）,2006年冬アニメ,3.8,https://img.anikore.jp/417WRBT6PFL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,焦土と化した大地と大気中に蔓延する未知なるウィルス、太陽光は粉塵により遮られ、地球は荒涼を極めていた。そのような環境下で生きていくために人々は隔離されたドーム型都市の中での生活を余儀なくされる。... ▼もっと読む
40,まぶらほ（TVアニメ動画）,2003年春アニメ,3.4,https://img.anikore.jp/41SSGYMXWVL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,"魔法が存在する世界。
但し、個人が生涯で使える魔法の回数は予め決められている。その回数は個人の素質によるので、多い者もいれば、極端に少ない者もいる。また、使用回数を使い切ると体が塵になって死ん... ▼もっと読む"
41,武装少女マキャヴェリズム（TVアニメ動画）,2017年春アニメ,3.4,https://img.anikore.jp/images/anime/7/6/6/10766/10766.jpg?width=122&height=122&type=crop,"自由を愛する高校生・納村不道が転校してきた愛地共生学園では、護身の名目で武装した女子達による無慈悲な男子支配が行われていた!
男子は女子との「共生」の名のもとに、男を捨てて生活することを「強... ▼もっと読む"
42,ながされて藍蘭島（TVアニメ動画）,2007年春アニメ,3.5,https://img.anikore.jp/51YB6E8hqNL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,父親とケンカし、勢いで家出した少年・東方院行人 (14) は、乗った客船からうっかり転落。嵐に巻き込まれ、大波に飲まれた末にたどり着いた島「藍蘭島」は、脱出できない上、女性ばかり... ▼もっと読む
43,大正野球娘。（TVアニメ動画）,2009年夏アニメ,3.7,https://img.anikore.jp/images/anime/3/5/0/1350/1350.jpg?width=122&height=122&type=crop,"時は大正14年――。良家の子女が集う東邦星華高等女学院に通う鈴川小梅に、親友の小笠原晶子が声を掛けた。「一緒に野球をしていただきたいの!」
突然のお願いに、思わず頷いてしまう小梅。
しかし... ▼もっと読む"
44,まほろまてぃっく（TVアニメ動画）,2001年秋アニメ,3.7,https://img.anikore.jp/51ZyjpVFNLL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,"まほろまてぃっくは、マンガ雑誌『コミックガム』に連載された、アンドロイドのハウスメイド（雑役女中）『まほろ』とその""ご主人様""である中学生の『美里優』を主人公としたマンガでアニメ・ゲーム化もされ... ▼もっと読む"
45,装神少女まとい（TVアニメ動画）,2016年秋アニメ,3.5,https://img.anikore.jp/images/anime/7/9/6/10796/10796.jpg?width=122&height=122&type=crop,西暦2016年――。釜谷市にある「天万神社」で、巫女のアルバイトをしていた中学2年生、皇（すめらぎ）まとい。幼少の頃に母と生き別れになった彼女は、父方の祖父母の家に長年預けられており、三ヶ月前か... ▼もっと読む
46,三ツ星カラーズ（TVアニメ動画）,2018年冬アニメ,3.6,https://img.anikore.jp/images/anime/1/3/7/11137/11137.jpg?width=122&height=122&type=crop,上野の平和を守るため、朝から夕方まで街を駆け回る小学生3人娘・カラーズの活躍が描かれる。 ▼もっと読む
47,カードキャプターさくら クリアカード編 (2018)（TVアニメ動画）,2018年冬アニメ,3.5,https://img.anikore.jp/images/anime/7/4/0/10740/10740.jpg?width=122&height=122&type=crop,"夢の鍵と透明なカードに導かれ、さくらの新たな物語が始まる！

世に災いをもたらす「クロウカード」を集め、魔法の力で自分のカードに変えたさくらは、桜満開の４月、中学１年生に進級した。そこで香港... ▼もっと読む"
48,信長の忍び（TVアニメ動画）,2016年秋アニメ,3.7,https://img.anikore.jp/images/anime/4/6/6/10466/10466.jpg?width=122&height=122&type=crop,"1555年──
世はまさに戦国の時代!! ひとりの青年がでっかい夢を抱いていた。
うつけと呼ばれる彼こそ後の…、そう、織田信長である。
そんな青年を慕う少女がひとり。
信長の夢に魅せられ... ▼もっと読む"
49,ももくり（Webアニメ）,2015年12月24日,3.5,https://img.anikore.jp/images/anime/1/5/1/9151/9151.jpg?width=122&height=122&type=crop,"一目惚れした１つ年下の桃月心也（ももくん）に告白した高校２年生の栗原雪（栗原さん）。
晴れて付き合うことになった２人だけど、実は栗原さんはももくんのことならなんでも知ってる、
ちょっと（？）... ▼もっと読む"
50,セイバーマリオネットJ（TVアニメ動画）,1996年秋アニメ,3.8,https://img.anikore.jp/617lN6V9rUL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,メソポタミア号不時着から300年。男性のみの閉塞した世界は、目には見えぬが徐々に衰退の道をたどり始めていた。クローニング技術の限界による出生率の低下、男性社会による力支配による社会の先鋭化。6つ... ▼もっと読む
